"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H3","POL","280300","Poland","TUN","Tunisia","Import",5,,,,,44.17
"H3","POL","280300","Poland","TUR","Turkey","Export",6,4522.116,4089.717,7858.039,5167.229,7146.151
"H3","POL","280300","Poland","TUR","Turkey","Import",5,0.364,58.936,97.396,720.186,214.556
"H3","POL","280300","Poland","UGA","Uganda","Export",6,,,,39.759,
"H3","POL","280300","Poland","UKR","Ukraine","Export",6,72.99,25.674,257.996,59.787,373.994
"H3","POL","280300","Poland","UKR","Ukraine","Import",5,38541.916,23126.766,36041.192,31992.982,21410.304
"H3","POL","280300","Poland","UNS","Unspecified","Import",5,5.086,,17.488,1.729,84.657
"H3","POL","280300","Poland","USA","United States","Export",6,1482.09,487.856,149.232,7944.172,
"H3","POL","280300","Poland","USA","United States","Import",5,1170.106,1204.124,1202.502,835.946,765.946
"H3","POL","280300","Poland","UZB","Uzbekistan","Export",6,,,0.465,0.8,
"H3","POL","280300","Poland","VEN","Venezuela","Import",5,,,586.957,,
"H3","POL","280300","Poland","VNM","Vietnam","Export",6,12.821,,,,
"H3","POL","280300","Poland","VNM","Vietnam","Import",5,,7.74,,,
"H3","POL","280300","Poland","WLD"," World","Export",6,260122.183,181869.018,272252.849,483345.036,393010.629
"H3","POL","280300","Poland","WLD"," World","Import",5,365400.999,239121.095,385169.355,759310.072,455429.988
"H3","POL","280300","Poland","ZAF","South Africa","Export",6,23.88,,17.479,,269.353
"H3","POL","280300","Poland","ZAF","South Africa","Import",5,191.158,,1034.5,3126.663,1029.865
"H3","PRT","280300","Portugal","AGO","Angola","Export",6,0.509,,,1.725,
"H3","PRT","280300","Portugal","AUT","Austria","Import",5,543.619,,,,
"H3","PRT","280300","Portugal","BEL","Belgium","Export",6,,,,,0.021
"H3","PRT","280300","Portugal","BEL","Belgium","Import",5,,0.424,,3.797,11.358
"H3","PRT","280300","Portugal","BRA","Brazil","Export",6,0.174,0.246,0.29,0.194,0.114
"H3","PRT","280300","Portugal","BRA","Brazil","Import",5,7.094,,,,
"H3","PRT","280300","Portugal","CAN","Canada","Import",5,,,,0.55,2.692
"H3","PRT","280300","Portugal","CHE","Switzerland","Import",5,,,21.14,0.051,
"H3","PRT","280300","Portugal","CHN","China","Export",6,,,,,93.733
"H3","PRT","280300","Portugal","CHN","China","Import",5,2299.618,,6.228,2675.58,7929.056
"H3","PRT","280300","Portugal","CPV","Cape Verde","Export",6,2.131,2.718,,,4.43
"H3","PRT","280300","Portugal","CZE","Czech Republic","Export",6,0.086,,,261.766,
"H3","PRT","280300","Portugal","CZE","Czech Republic","Import",5,,,239.481,34.635,5.13
"H3","PRT","280300","Portugal","DEU","Germany","Export",6,1627.337,,42.573,,
"H3","PRT","280300","Portugal","DEU","Germany","Import",5,4773.337,2696.082,4628.034,12329.362,9968.165
"H3","PRT","280300","Portugal","DNK","Denmark","Export",6,,,,0.018,
"H3","PRT","280300","Portugal","DNK","Denmark","Import",5,33.155,10.917,0.794,1.233,
"H3","PRT","280300","Portugal","EGY","Egypt, Arab Rep.","Import",5,29.357,,,3885.295,6183.959
"H3","PRT","280300","Portugal","ESP","Spain","Export",6,89.189,90.511,81.685,22.144,35.155
"H3","PRT","280300","Portugal","ESP","Spain","Import",5,11076.974,8686.474,14133.526,20535.804,16021.494
"H3","PRT","280300","Portugal","EST","Estonia","Import",5,,,,,27.475
"H3","PRT","280300","Portugal","FRA","France","Export",6,1.485,0.722,0.135,0.149,0.884
"H3","PRT","280300","Portugal","FRA","France","Import",5,10.368,20.097,50.452,10.305,71.074
"H3","PRT","280300","Portugal","GBR","United Kingdom","Import",5,0.851,0.473,13.398,15.48,18.641
"H3","PRT","280300","Portugal","GHA","Ghana","Export",6,,0.685,,,
"H3","PRT","280300","Portugal","HKG","Hong Kong, China","Import",5,,,,0.129,0.242
"H3","PRT","280300","Portugal","HRV","Croatia","Import",5,,,,11.184,
"H3","PRT","280300","Portugal","HUN","Hungary","Import",5,,,53.588,22.104,
"H3","PRT","280300","Portugal","IND","India","Export",6,23.13,,,,
"H3","PRT","280300","Portugal","IND","India","Import",5,318.383,191.191,375.695,1135.786,2459.177
"H3","PRT","280300","Portugal","ISR","Israel","Import",5,,,0.341,,0.055
"H3","PRT","280300","Portugal","ITA","Italy","Import",5,128.883,615.716,60.154,236.212,68.041
"H3","PRT","280300","Portugal","JPN","Japan","Import",5,,,,0.113,
"H3","PRT","280300","Portugal","KEN","Kenya","Export",6,,,,0.415,2.355
"H3","PRT","280300","Portugal","LKA","Sri Lanka","Export",6,0.257,,,,
"H3","PRT","280300","Portugal","LUX","Luxembourg","Import",5,4114.167,3197.404,3078.261,2619.557,2018.531
"H3","PRT","280300","Portugal","MAR","Morocco","Import",5,,,,,7.487
"H3","PRT","280300","Portugal","MLT","Malta","Export",6,,0.338,,,
"H3","PRT","280300","Portugal","MOZ","Mozambique","Export",6,,1.782,,,
"H3","PRT","280300","Portugal","NLD","Netherlands","Import",5,1343.037,46.849,121.6,458.951,80.263
"H3","PRT","280300","Portugal","POL","Poland","Export",6,0.008,,,,
"H3","PRT","280300","Portugal","POL","Poland","Import",5,5613.968,1811.371,184.004,7644.165,3647.678
"H3","PRT","280300","Portugal","ROM","Romania","Import",5,,29.552,19.055,,
"H3","PRT","280300","Portugal","RUS","Russian Federation","Import",5,4570.941,7320.909,13838.411,8197.315,
"H3","PRT","280300","Portugal","SAU","Saudi Arabia","Import",5,9232.639,5683.477,6289.646,7053.881,10710.71
"H3","PRT","280300","Portugal","SER","Serbia, FR(Serbia/Montenegro)","Import",5,,,,,0.464
"H3","PRT","280300","Portugal","STP","Sao Tome and Principe","Export",6,,,1.84,,
"H3","PRT","280300","Portugal","SVK","Slovak Republic","Export",6,5.249,,,,
"H3","PRT","280300","Portugal","SVK","Slovak Republic","Import",5,17.167,114.971,637.489,394.185,
"H3","PRT","280300","Portugal","SWE","Sweden","Export",6,,,,,0.021
"H3","PRT","280300","Portugal","SWE","Sweden","Import",5,,,,,5.956
"H3","PRT","280300","Portugal","TUR","Turkey","Export",6,,,449.487,,
"H3","PRT","280300","Portugal","TUR","Turkey","Import",5,0.429,0.705,0.131,3.701,0.731
"H3","PRT","280300","Portugal","UKR","Ukraine","Import",5,,,,,0.071
"H3","PRT","280300","Portugal","USA","United States","Import",5,3.077,4.89,1.899,3.488,211.85
"H3","PRT","280300","Portugal","WLD"," World","Export",6,1749.554,122.045,576.01,286.411,136.712
"H3","PRT","280300","Portugal","WLD"," World","Import",5,44117.062,30431.71,43754.12,67272.863,59450.298
"H3","PRT","280300","Portugal","ZAF","South Africa","Export",6,,25.043,,,
"H3","PRT","280300","Portugal","ZAF","South Africa","Import",5,,0.209,0.792,,
"H3","PRY","280300","Paraguay","ARG","Argentina","Export",6,,,,,0.32
"H3","PRY","280300","Paraguay","ARG","Argentina","Import",5,143.18,196.17,147.833,150.04,359.733
"H3","PRY","280300","Paraguay","BRA","Brazil","Import",5,193.315,183.707,321.246,484.136,529.443
"H3","PRY","280300","Paraguay","CHN","China","Import",5,0.784,1.829,,,0.446
"H3","PRY","280300","Paraguay","ESP","Spain","Import",5,,,,,0.019
"H3","PRY","280300","Paraguay","IND","India","Import",5,4.479,4.431,1.128,4.213,1.75
"H3","PRY","280300","Paraguay","KOR","Korea, Rep.","Import",5,,,0.122,,
"H3","PRY","280300","Paraguay","USA","United States","Import",5,81.568,45.487,76.735,88.301,52.602
"H3","PRY","280300","Paraguay","VEN","Venezuela","Import",5,,,,,0.233
"H3","PRY","280300","Paraguay","WLD"," World","Export",6,,,,,0.32
"H3","PRY","280300","Paraguay","WLD"," World","Import",5,423.326,431.624,547.064,726.689,944.226
"H3","PSE","280300","Occ.Pal.Terr","CHN","China","Import",5,,,,,4.561
"H3","PSE","280300","Occ.Pal.Terr","NLD","Netherlands","Import",5,,0.261,,,
"H3","PSE","280300","Occ.Pal.Terr","TUR","Turkey","Import",5,2.816,3.024,,,9.382
"H3","PSE","280300","Occ.Pal.Terr","WLD"," World","Import",5,2.816,3.285,,,13.943
"H3","PYF","280300","French Polynesia","AUS","Australia","Import",5,,,,0.071,
"H3","PYF","280300","French Polynesia","CHN","China","Import",5,,,,1.531,
"H3","PYF","280300","French Polynesia","NLD","Netherlands","Import",5,,,0.441,0.14,
"H3","PYF","280300","French Polynesia","NZL","New Zealand","Import",5,1.53,,,,
"H3","PYF","280300","French Polynesia","USA","United States","Import",5,10.27,,10.842,,
"H3","PYF","280300","French Polynesia","WLD"," World","Import",5,11.8,,11.283,1.742,
"H3","QAT","280300","Qatar","CHN","China","Import",5,33.745,38.082,42.691,61.225,108.165
"H3","QAT","280300","Qatar","DEU","Germany","Import",5,,19.159,32.433,50.301,46.128
"H3","QAT","280300","Qatar","IND","India","Import",5,295.38,67.459,190.291,294.24,351.521
"H3","QAT","280300","Qatar","ITA","Italy","Import",5,,,,14.949,
"H3","QAT","280300","Qatar","THA","Thailand","Export",6,,22.665,,,
"H3","QAT","280300","Qatar","WLD"," World","Export",6,,22.665,,,
"H3","QAT","280300","Qatar","WLD"," World","Import",5,329.125,124.701,265.415,420.715,505.814
"H3","ROM","280300","Romania","AUT","Austria","Export",6,,,0.353,0.008,
"H3","ROM","280300","Romania","AUT","Austria","Import",5,53.759,95.766,639.754,8401.746,20879.794
"H3","ROM","280300","Romania","BEL","Belgium","Import",5,2287.503,1457.45,178.485,296.855,1037.492
"H3","ROM","280300","Romania","BGR","Bulgaria","Export",6,54.524,256.535,231.562,61.924,34.249
"H3","ROM","280300","Romania","BGR","Bulgaria","Import",5,26.283,8.087,34.581,256.65,216.666
"H3","ROM","280300","Romania","BLR","Belarus","Import",5,,153.059,317.923,54.516,
"H3","ROM","280300","Romania","CAN","Canada","Import",5,7.27,5.494,0.335,,1.337
"H3","ROM","280300","Romania","CHE","Switzerland","Import",5,1.978,,3.163,,4.874
"H3","ROM","280300","Romania","CHN","China","Export",6,,5.054,,,
"H3","ROM","280300","Romania","CHN","China","Import",5,145.867,147.726,148.102,179.164,98.619
"H3","ROM","280300","Romania","CYP","Cyprus","Import",5,,1.201,3.213,0.02,
"H3","ROM","280300","Romania","CZE","Czech Republic","Export",6,,,,192.272,12.399
"H3","ROM","280300","Romania","CZE","Czech Republic","Import",5,8216.446,3005.898,9940.386,13034.329,6050.94
"H3","ROM","280300","Romania","DEU","Germany","Export",6,0.13,30.44,0.655,473.937,154.747
"H3","ROM","280300","Romania","DEU","Germany","Import",5,11925.517,5492.504,7906.735,11948.645,16597.971
"H3","ROM","280300","Romania","DNK","Denmark","Export",6,1.179,0.362,,,
"H3","ROM","280300","Romania","EGY","Egypt, Arab Rep.","Import",5,293.913,198.962,695.169,1083.985,973.222
"H3","ROM","280300","Romania","ESP","Spain","Export",6,,,,,0.008
"H3","ROM","280300","Romania","ESP","Spain","Import",5,67.654,94.183,297.482,418.829,703.175
"H3","ROM","280300","Romania","FRA","France","Export",6,18.893,31.403,21.643,19.728,5.519
"H3","ROM","280300","Romania","FRA","France","Import",5,78.272,81.675,46.036,1590.3,40.021
"H3","ROM","280300","Romania","GBR","United Kingdom","Export",6,,,4.873,,212.631
"H3","ROM","280300","Romania","GBR","United Kingdom","Import",5,26.013,14.747,20.314,21.401,16.188
"H3","ROM","280300","Romania","GRC","Greece","Export",6,,37.992,84.351,64.747,0.929
"H3","ROM","280300","Romania","GRC","Greece","Import",5,19.008,1.543,0.028,5.705,80.969
"H3","ROM","280300","Romania","HRV","Croatia","Export",6,,0.074,0.047,0.45,0.744
"H3","ROM","280300","Romania","HRV","Croatia","Import",5,,,2.965,1.829,0.691
"H3","ROM","280300","Romania","HUN","Hungary","Export",6,0.089,,18.903,914.061,172.642
"H3","ROM","280300","Romania","HUN","Hungary","Import",5,36898.684,45914.846,53859.378,63005.162,52427.237
"H3","ROM","280300","Romania","IND","India","Import",5,168.683,124.87,177.216,193.169,207.171
"H3","ROM","280300","Romania","IRN","Iran, Islamic Rep.","Import",5,152.476,,,36.592,82.89
"H3","ROM","280300","Romania","ITA","Italy","Export",6,,2.418,0.013,,
"H3","ROM","280300","Romania","ITA","Italy","Import",5,13848.181,8248.689,16651.836,37616.724,41168.072
"H3","ROM","280300","Romania","JPN","Japan","Import",5,,142.336,,6.04,49.098
"H3","ROM","280300","Romania","KOR","Korea, Rep.","Import",5,1.45,,,,2.835
"H3","ROM","280300","Romania","LTU","Lithuania","Import",5,0.126,,,367.998,455.408
"H3","ROM","280300","Romania","LUX","Luxembourg","Import",5,15.311,0.013,3.523,54.529,6.518
"H3","ROM","280300","Romania","MDA","Moldova","Export",6,8.757,7.153,11.239,9.5,14.104
"H3","ROM","280300","Romania","MEX","Mexico","Import",5,,,,0.455,0.072
"H3","ROM","280300","Romania","NLD","Netherlands","Import",5,360.954,741.964,3973.347,5183.906,4382.162
"H3","ROM","280300","Romania","NOR","Norway","Import",5,6.77,,,,
"H3","ROM","280300","Romania","POL","Poland","Export",6,12.103,1.26,0.014,,
"H3","ROM","280300","Romania","POL","Poland","Import",5,142.928,208.4,1022.448,3277.341,4514.021
"H3","ROM","280300","Romania","PRT","Portugal","Export",6,,29.384,20.059,0.089,
"H3","ROM","280300","Romania","RUS","Russian Federation","Export",6,,,,3.203,
"H3","ROM","280300","Romania","RUS","Russian Federation","Import",5,14572.525,7981.734,11508.168,6636.924,
"H3","ROM","280300","Romania","SER","Serbia, FR(Serbia/Montenegro)","Export",6,1040.239,721.793,1185.88,3155.036,
"H3","ROM","280300","Romania","SER","Serbia, FR(Serbia/Montenegro)","Import",5,,,,24.295,0.764
"H3","ROM","280300","Romania","SGP","Singapore","Export",6,2.218,,,,
"H3","ROM","280300","Romania","SVK","Slovak Republic","Export",6,18.899,0.112,,24.097,0.08
"H3","ROM","280300","Romania","SVK","Slovak Republic","Import",5,5686.436,1474.495,139.121,3.203,650.109
"H3","ROM","280300","Romania","SVN","Slovenia","Import",5,,,,,24.334
"H3","ROM","280300","Romania","SWE","Sweden","Import",5,2.946,0.016,,,1.851
"H3","ROM","280300","Romania","TUR","Turkey","Export",6,14.921,,0.046,190.005,
"H3","ROM","280300","Romania","TUR","Turkey","Import",5,3.479,4.339,39.428,950.297,0.145
"H3","ROM","280300","Romania","UKR","Ukraine","Export",6,0.7,,,,
"H3","ROM","280300","Romania","UNS","Unspecified","Import",5,,15.051,,,
"H3","ROM","280300","Romania","USA","United States","Export",6,,,,,13.811
"H3","ROM","280300","Romania","USA","United States","Import",5,0.986,0.552,,0.124,1.572
"H3","ROM","280300","Romania","WLD"," World","Export",6,1172.653,1123.979,1579.638,5109.056,621.862
"H3","ROM","280300","Romania","WLD"," World","Import",5,95011.417,75615.599,107609.136,154650.733,150676.218
"H3","ROM","280300","Romania","ZAF","South Africa","Import",5,,,0,,
"H3","RUS","280300","Russian Federation","ARE","United Arab Emirates","Export",6,,11.484,69.752,,
"H3","RUS","280300","Russian Federation","ARE","United Arab Emirates","Import",5,,,29.157,,
"H3","RUS","280300","Russian Federation","ARG","Argentina","Export",6,56.362,10.722,22.729,,
"H3","RUS","280300","Russian Federation","ARM","Armenia","Export",6,7.426,23.046,68.235,,
"H3","RUS","280300","Russian Federation","AUS","Australia","Export",6,1.86,,0.363,,
"H3","RUS","280300","Russian Federation","AUS","Australia","Import",5,,,0.618,,
"H3","RUS","280300","Russian Federation","AUT","Austria","Export",6,198.06,,148.794,,
"H3","RUS","280300","Russian Federation","AZE","Azerbaijan","Export",6,45.67,51.93,65.7,,
"H3","RUS","280300","Russian Federation","BEL","Belgium","Export",6,772.883,58.818,77.095,,
"H3","RUS","280300","Russian Federation","BEL","Belgium","Import",5,20.942,59.815,7.341,,
"H3","RUS","280300","Russian Federation","BGD","Bangladesh","Export",6,,,96.411,,
"H3","RUS","280300","Russian Federation","BGR","Bulgaria","Export",6,1380.519,681.525,692.873,,
"H3","RUS","280300","Russian Federation","BLR","Belarus","Export",6,25661.881,17372.057,23239.979,,
"H3","RUS","280300","Russian Federation","BLR","Belarus","Import",5,65.988,310.122,209.212,,
"H3","RUS","280300","Russian Federation","BRA","Brazil","Export",6,125.372,270.399,765.874,,
"H3","RUS","280300","Russian Federation","CAN","Canada","Export",6,5555.114,2919.706,9748.629,,
"H3","RUS","280300","Russian Federation","CAN","Canada","Import",5,53.035,20.077,1.44,,
"H3","RUS","280300","Russian Federation","CHE","Switzerland","Export",6,,94.774,,,
"H3","RUS","280300","Russian Federation","CHE","Switzerland","Import",5,0.08,8.185,11.181,,
"H3","RUS","280300","Russian Federation","CHN","China","Export",6,371.001,764.803,1893.538,,
"H3","RUS","280300","Russian Federation","CHN","China","Import",5,441.29,891.18,826.554,,
"H3","RUS","280300","Russian Federation","COL","Colombia","Export",6,345.787,139.742,60.632,,
"H3","RUS","280300","Russian Federation","CRI","Costa Rica","Export",6,27.805,750.916,368.733,,
"H3","RUS","280300","Russian Federation","CYP","Cyprus","Export",6,,1,,,
"H3","RUS","280300","Russian Federation","CZE","Czech Republic","Export",6,38325.12,24491.549,36405.282,,
"H3","RUS","280300","Russian Federation","CZE","Czech Republic","Import",5,875.423,756.186,900.373,,
"H3","RUS","280300","Russian Federation","DEU","Germany","Export",6,66505.403,44489.986,75410.358,,
"H3","RUS","280300","Russian Federation","DEU","Germany","Import",5,2226.067,2254.107,3567.765,,
"H3","RUS","280300","Russian Federation","DNK","Denmark","Import",5,,20.289,57.297,,
"H3","RUS","280300","Russian Federation","DZA","Algeria","Export",6,355.189,496.976,910.638,,
"H3","RUS","280300","Russian Federation","ECU","Ecuador","Export",6,3877.305,2048.687,3777.029,,
"H3","RUS","280300","Russian Federation","EGY","Egypt, Arab Rep.","Export",6,141.467,82.427,658.66,,
"H3","RUS","280300","Russian Federation","EGY","Egypt, Arab Rep.","Import",5,,15.6,,,
"H3","RUS","280300","Russian Federation","ESP","Spain","Export",6,32650.15,12236.533,23594.865,,
"H3","RUS","280300","Russian Federation","EST","Estonia","Export",6,247.422,81.319,94.189,,
"H3","RUS","280300","Russian Federation","FIN","Finland","Export",6,7380.376,4188.2,6777.033,,
"H3","RUS","280300","Russian Federation","FIN","Finland","Import",5,0,,,,
"H3","RUS","280300","Russian Federation","FRA","France","Export",6,2270.276,523.679,1161.037,,
"H3","RUS","280300","Russian Federation","FRA","France","Import",5,2.956,0.27,4.905,,
"H3","RUS","280300","Russian Federation","GBR","United Kingdom","Export",6,6883.213,1838.458,2318.2,,
"H3","RUS","280300","Russian Federation","GBR","United Kingdom","Import",5,4.231,16.253,7.757,,
"H3","RUS","280300","Russian Federation","GEO","Georgia","Export",6,7.004,9.194,9.188,,
"H3","RUS","280300","Russian Federation","GRC","Greece","Export",6,761.791,1201.772,3448.258,,
"H3","RUS","280300","Russian Federation","HRV","Croatia","Export",6,65.846,,,,
"H3","RUS","280300","Russian Federation","HUN","Hungary","Export",6,79502.871,58407.062,82242.045,,
"H3","RUS","280300","Russian Federation","HUN","Hungary","Import",5,611.557,166.801,6.1,,
"H3","RUS","280300","Russian Federation","IDN","Indonesia","Export",6,,,19.309,,
"H3","RUS","280300","Russian Federation","IND","India","Export",6,3860.047,14707.073,32731.114,,
"H3","RUS","280300","Russian Federation","IND","India","Import",5,2.593,205.718,293.753,,
"H3","RUS","280300","Russian Federation","ISR","Israel","Export",6,9412.139,4531.697,5341.489,,
"H3","RUS","280300","Russian Federation","ISR","Israel","Import",5,,,0.202,,
"H3","RUS","280300","Russian Federation","ITA","Italy","Export",6,4506.965,1824.36,2649.693,,
"H3","RUS","280300","Russian Federation","ITA","Italy","Import",5,383.893,215.221,152.153,,
"H3","RUS","280300","Russian Federation","JPN","Japan","Export",6,6.79,36.904,,,
"H3","RUS","280300","Russian Federation","JPN","Japan","Import",5,113.795,234.234,185.673,,
"H3","RUS","280300","Russian Federation","KAZ","Kazakhstan","Export",6,512.39,504.098,630.767,,
"H3","RUS","280300","Russian Federation","KAZ","Kazakhstan","Import",5,11.858,,,,
"H3","RUS","280300","Russian Federation","KEN","Kenya","Export",6,,12.771,,,
"H3","RUS","280300","Russian Federation","KGZ","Kyrgyz Republic","Export",6,8.738,1.846,0.796,,
"H3","RUS","280300","Russian Federation","KOR","Korea, Rep.","Export",6,243.146,128.675,164.286,,
"H3","RUS","280300","Russian Federation","KOR","Korea, Rep.","Import",5,32.684,28.869,26.212,,
"H3","RUS","280300","Russian Federation","LKA","Sri Lanka","Export",6,4757.863,3008.328,9052.402,,
"H3","RUS","280300","Russian Federation","LTU","Lithuania","Export",6,8565.744,1960.114,988.594,,
"H3","RUS","280300","Russian Federation","LTU","Lithuania","Import",5,,12.75,,,
"H3","RUS","280300","Russian Federation","LVA","Latvia","Export",6,18.287,41.393,77.31,,
"H3","RUS","280300","Russian Federation","MAR","Morocco","Export",6,19.413,24.887,210.152,,
"H3","RUS","280300","Russian Federation","MDA","Moldova","Export",6,0.547,0.27,0.33,,
"H3","RUS","280300","Russian Federation","MEX","Mexico","Export",6,4788.12,536.66,71.136,,
"H3","RUS","280300","Russian Federation","MYS","Malaysia","Export",6,1031.007,1160.947,3988.468,,
"H3","RUS","280300","Russian Federation","NLD","Netherlands","Export",6,12497.36,4272.914,4104.644,,
"H3","RUS","280300","Russian Federation","NLD","Netherlands","Import",5,1240.197,16.826,357.32,,
"H3","RUS","280300","Russian Federation","OAS","Other Asia, nes","Export",6,298.916,108.53,244.274,,
"H3","RUS","280300","Russian Federation","OMN","Oman","Export",6,,,287.225,,
"H3","RUS","280300","Russian Federation","PAK","Pakistan","Export",6,11343.235,804.03,790.993,,
"H3","RUS","280300","Russian Federation","PER","Peru","Export",6,216.382,318.578,,,
"H3","RUS","280300","Russian Federation","PHL","Philippines","Export",6,,350.713,705.97,,
"H3","RUS","280300","Russian Federation","POL","Poland","Export",6,203061.718,112232.73,177420.27,,
"H3","RUS","280300","Russian Federation","POL","Poland","Import",5,493.46,380.284,0,,
"H3","RUS","280300","Russian Federation","PRT","Portugal","Export",6,4377.51,5499.617,7343.304,,
"H3","RUS","280300","Russian Federation","ROM","Romania","Export",6,14542.694,10021.264,10571.979,,
"H3","RUS","280300","Russian Federation","ROM","Romania","Import",5,,,16.155,,
"H3","RUS","280300","Russian Federation","SAU","Saudi Arabia","Export",6,143.092,219.775,418.778,,
"H3","RUS","280300","Russian Federation","SER","Serbia, FR(Serbia/Montenegro)","Export",6,22086.584,15302.444,21806.66,,
"H3","RUS","280300","Russian Federation","SGP","Singapore","Import",5,7.048,,0.715,,
"H3","RUS","280300","Russian Federation","SVK","Slovak Republic","Export",6,19992.775,8092.517,10721.858,,
"H3","RUS","280300","Russian Federation","SVN","Slovenia","Export",6,136.389,574.818,582.71,,
"H3","RUS","280300","Russian Federation","SVN","Slovenia","Import",5,,,0.253,,
"H3","RUS","280300","Russian Federation","SWE","Sweden","Export",6,418.079,15.578,17.275,,
"H3","RUS","280300","Russian Federation","SWE","Sweden","Import",5,221.055,122.682,91.477,,
"H3","RUS","280300","Russian Federation","THA","Thailand","Export",6,162.062,224.084,1092.036,,
"H3","RUS","280300","Russian Federation","TJK","Tajikistan","Export",6,0.439,0.342,1.331,,
"H3","RUS","280300","Russian Federation","TKM","Turkmenistan","Import",5,163.56,27.78,199.591,,
"H3","RUS","280300","Russian Federation","TUN","Tunisia","Export",6,,669.689,903.346,,
"H3","RUS","280300","Russian Federation","TUR","Turkey","Export",6,55470.668,46845.074,63330.402,,
"H3","RUS","280300","Russian Federation","TUR","Turkey","Import",5,12.008,8.923,15.788,,
"H3","RUS","280300","Russian Federation","UKR","Ukraine","Export",6,2777.809,1634.372,2218.65,,
"H3","RUS","280300","Russian Federation","UKR","Ukraine","Import",5,338.757,,,,
"H3","RUS","280300","Russian Federation","UNS","Unspecified","Import",5,,,0.036,,
"H3","RUS","280300","Russian Federation","USA","United States","Export",6,25041.769,24445.286,30528.156,,
"H3","RUS","280300","Russian Federation","USA","United States","Import",5,442.261,316.238,274.232,,
"H3","RUS","280300","Russian Federation","UZB","Uzbekistan","Export",6,2660.845,2693.737,3637.155,,
"H3","RUS","280300","Russian Federation","VNM","Vietnam","Export",6,2437.442,1836.965,5740.243,,
"H3","RUS","280300","Russian Federation","WLD"," World","Export",6,688978.933,438106.355,677813.814,,
"H3","RUS","280300","Russian Federation","WLD"," World","Import",5,7764.737,6088.409,7243.258,,
"H3","RUS","280300","Russian Federation","ZAF","South Africa","Export",6,58.798,216.51,5294.592,,
"H3","RWA","280300","Rwanda","ARE","United Arab Emirates","Import",5,0.049,,,,
"H3","RWA","280300","Rwanda","BEL","Belgium","Import",5,,1.731,,,
"H3","RWA","280300","Rwanda","CHN","China","Import",5,8.583,35.591,37.373,3.233,
"H3","RWA","280300","Rwanda","DEU","Germany","Import",5,9.714,26.629,,29.429,
"H3","RWA","280300","Rwanda","IND","India","Import",5,,0.07,,,
"H3","RWA","280300","Rwanda","JOR","Jordan","Import",5,,,0.84,,
"H3","RWA","280300","Rwanda","KEN","Kenya","Import",5,0.325,0.574,11.038,9.959,
"H3","RWA","280300","Rwanda","KOR","Korea, Rep.","Import",5,2.006,1.369,,,
"H3","RWA","280300","Rwanda","SAU","Saudi Arabia","Import",5,,1.42,,,
"H3","RWA","280300","Rwanda","TUR","Turkey","Import",5,1.247,,1.101,,
"H3","RWA","280300","Rwanda","UGA","Uganda","Import",5,0.325,,,,
"H3","RWA","280300","Rwanda","WLD"," World","Export",6,,0,11.095,0,
"H3","RWA","280300","Rwanda","WLD"," World","Import",5,22.249,67.383,50.352,42.621,
"H3","RWA","280300","Rwanda","ZAR","Congo, Dem. Rep.","Export",6,,0,11.095,0,
"H3","SAU","280300","Saudi Arabia","ALB","Albania","Import",5,,,,,40.923
"H3","SAU","280300","Saudi Arabia","ARE","United Arab Emirates","Export",6,277.38,236.309,977.726,1929.267,1302.439
"H3","SAU","280300","Saudi Arabia","ARE","United Arab Emirates","Import",5,5317.055,3055.774,2543.555,3976.064,1719.754
"H3","SAU","280300","Saudi Arabia","BEL","Belgium","Export",6,,,,163.8,
"H3","SAU","280300","Saudi Arabia","BEL","Belgium","Import",5,36.75,33.669,28.816,69.854,32
"H3","SAU","280300","Saudi Arabia","BHR","Bahrain","Export",6,0,,0,0,
"H3","SAU","280300","Saudi Arabia","BRA","Brazil","Export",6,,13.332,433.957,372.619,632.203
"H3","SAU","280300","Saudi Arabia","BRA","Brazil","Import",5,128.578,,,,
"H3","SAU","280300","Saudi Arabia","CAN","Canada","Import",5,,43.786,,314.657,
"H3","SAU","280300","Saudi Arabia","CHN","China","Export",6,,,,,249.442
"H3","SAU","280300","Saudi Arabia","CHN","China","Import",5,1288.425,870.682,606.619,1434.599,23889.457
"H3","SAU","280300","Saudi Arabia","COL","Colombia","Export",6,19.554,,,,
"H3","SAU","280300","Saudi Arabia","DEU","Germany","Export",6,,,,169.539,
"H3","SAU","280300","Saudi Arabia","DEU","Germany","Import",5,5299.902,5606.999,17728.637,13603.45,15787.749
"H3","SAU","280300","Saudi Arabia","EGY","Egypt, Arab Rep.","Export",6,,,,,0
"H3","SAU","280300","Saudi Arabia","EGY","Egypt, Arab Rep.","Import",5,,13.166,124.666,2379.747,3161.454
"H3","SAU","280300","Saudi Arabia","ESP","Spain","Export",6,1272.095,459.51,1426.576,807.919,432.801
"H3","SAU","280300","Saudi Arabia","ESP","Spain","Import",5,,,0.727,,4.8
"H3","SAU","280300","Saudi Arabia","FRA","France","Import",5,14.116,2.745,14.694,20.552,1.745
"H3","SAU","280300","Saudi Arabia","GBR","United Kingdom","Import",5,82.788,115.865,69.993,38.288,296.437
